ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,RespRate,RespTime,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
1141045,"Posh Flat, Close to Downtown (No 2)",3230291,https://www.airbnb.com/s/Chicago--IL?page=8,54,,David,Not Found,41.94664894397104,-87.65516897099835,No,Strict,40,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$7,Not Found,Not Found,Not Found,$350,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
7431574,Modern Humboldt/Wicker Park Condo,11247673,https://www.airbnb.com/s/Chicago--IL?page=8,80,,Laura,Not Found,41.90598515209844,-87.69440341784416,No,Flexible,48,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,$200,No Charge,Not Found,$420,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,2,Real Bed,2,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
6869971,Cozy Downtown Chicago,35916506,https://www.airbnb.com/s/Chicago--IL?page=8,75,,Josh,Not Found,41.88993211313267,-87.62613653150312,No,Strict,56,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,$200,Not Found,Not Found,$450,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,5:00 PM,2:00 PM,1,Apartment,"
  Shared room
     · "
5659035,Chicago need not be expensive.Look!,2834235,https://www.airbnb.com/s/Chicago--IL?page=8,36,,Huiwen,Not Found,41.83504122621921,-87.6416102198992,No,Strict,64,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$12,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,0.5,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
7228315,The OZ Park House,37845903,https://www.airbnb.com/s/Chicago--IL?page=8,139,,Claudia,Not Found,41.921837017243305,-87.64740087297078,No,Moderate,72,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39,$150,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
  Entire home/apt
"
1398616,"Designers' Apt Near Loop, CTA, SOX",1540192,https://www.airbnb.com/s/Chicago--IL?page=8,58,,Michael And Jackie,Not Found,41.838117950745925,-87.65230955032875,No,Moderate,80,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$9,Not Found,$9 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1.5,Real Bed,1,12:00 PM (noon),12:00 PM (noon),1,Apartment,"
  Private room
     · "
6278139,Amazing Studio in the Loop,28534301,https://www.airbnb.com/s/Chicago--IL?page=8,99,,Yiftach,Not Found,41.88647244784068,-87.62083073233867,No,Strict,88,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$350,$40 / night after the first guest,Not Found,$669,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,0,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
6654182,"1 BD Condo by downtown,park,lake",3574415,https://www.airbnb.com/s/Chicago--IL?page=8,119,,Marv,Not Found,41.904745994504154,-87.63447800342344,No,Strict,96,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,$200,No Charge,Not Found,$625,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,4:00 PM,11:00 AM,1,Condominium,"
  Entire home/apt
"
5857951,Dream Apt + Pool + Gym + Park,11376800,https://www.airbnb.com/s/Chicago--IL?page=8,250,,Candice,Not Found,41.88571275669519,-87.62340121944212,No,Flexible,104,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$1200,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,6,2,Not Found,3,Not Found,Not Found,3,Apartment,"
  Entire home/apt
     · "
4785917,"Quiet, close2 transport, bus, park",3836635,https://www.airbnb.com/s/Chicago--IL?page=8,40,,Caitlin,Not Found,41.910413171299716,-87.70328479208953,No,Flexible,112,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
148844,Studio by the Zoo-1695.00/Month,3195,https://www.airbnb.com/s/Chicago--IL?page=8,125,,Susan,Not Found,41.92329986519525,-87.63954270796766,No,Strict,120,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,Not Found,Not Found,Not Found,$695,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
     · "
7114178,Lincoln Park @ it's finest,29005195,https://www.airbnb.com/s/Chicago--IL?page=8,109,,Joe And Drina,Not Found,41.928723497266446,-87.64134744174314,No,Moderate,128,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$67,$95,Not Found,Not Found,$860,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Not Found,0,3:00 PM,10:00 AM,2,Apartment,"
  Entire home/apt
     · 1 review
"
7326684,Chicago Gold Coast - 1 BD Condo,37797544,https://www.airbnb.com/s/Chicago--IL?page=8,125,,Burk,Not Found,41.90662417096427,-87.62821181285085,No,Strict,136,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$70,$250,Not Found,Not Found,$750,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
  Entire home/apt
"
7062359,1 BR Perfect Lincoln Park Location,11333637,https://www.airbnb.com/s/Chicago--IL?page=8,155,,Mark,Not Found,41.91872882117741,-87.65895975349805,No,Moderate,144,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$15 / night after 2 guests,Not Found,$750,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,1,Not Found,Not Found,2,Apartment,"
  Entire home/apt
     · "
4423947,Desert Room,9728432,https://www.airbnb.com/s/Chicago--IL?page=9,65,,Vilay,Not Found,41.800642897477,-87.58878729362809,No,Strict,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,House,"
  Private room
     · "
6168924,Residence in the art district,24798233,https://www.airbnb.com/s/Chicago--IL?page=9,65,,Luis,Not Found,41.85565683567969,-87.65139600123184,No,Flexible,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$400,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
6626607,Top floor Rogers Park condo!,20450278,https://www.airbnb.com/s/Chicago--IL?page=9,60,,Jason,Not Found,42.0213965316181,-87.67191073582407,No,Moderate,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Condominium,"
  Private room
     · "
7421326,Art filled apartment in Logan,5050949,https://www.airbnb.com/s/Chicago--IL?page=9,225,,Abigail,Not Found,41.930069068874516,-87.69891900085453,No,Flexible,36,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$80,$500,$10 / night after the first guest,Not Found,$1200,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,3,Not Found,Not Found,4,Apartment,"
  Entire home/apt
"
3267902,Ravenswood Guest House Annex ,2676165,https://www.airbnb.com/s/Chicago--IL?page=9,92,,Richard,Not Found,41.98950213368045,-87.66684846861916,No,Moderate,45,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$45,$150,$15 / night after 2 guests,Not Found,$615,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Not Found,1,2:00 PM,12:00 PM (noon),2,Apartment,"
  Entire home/apt
     · "
6723824,Private condo in Lincoln Park,30872980,https://www.airbnb.com/s/Chicago--IL?page=9,125,,Pierre And Kathleen,Not Found,41.9162894190939,-87.65249870196763,No,Flexible,54,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Condominium,"
  Entire home/apt
     · 1 review
"
1608279,Cozy private room in great location,4992585,https://www.airbnb.com/s/Chicago--IL?page=9,48,,Eric,Not Found,41.91837946166605,-87.69799795721501,No,Moderate,63,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5,Not Found,$6 / night after the first guest,Not Found,$325,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
7417423,Quiet little house in Chicago,38251667,https://www.airbnb.com/s/Chicago--IL?page=9,75,,Michael,Not Found,41.72722324139259,-87.60241118867084,No,Flexible,72,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,Not Found,Not Found,2,House,"
  Entire home/apt
"
5615293,In the middle of downtown Chicago,29071774,https://www.airbnb.com/s/Chicago--IL?page=9,85,,Andres,Not Found,41.866446299819444,-87.62497682571666,No,Strict,81,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
6247879,Cozy studio heart of Lincoln Park,23270103,https://www.airbnb.com/s/Chicago--IL?page=9,85,,Maks,Not Found,41.929323398229144,-87.6399318618624,No,Flexible,90,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$550,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
     · "
4408995,Amazing Loft by Restaurant Row!,22885782,https://www.airbnb.com/s/Chicago--IL?page=9,85,,Anshul,Not Found,41.88203983620089,-87.6531964822599,No,Strict,99,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$120,$10 / night after the first guest,Not Found,$550,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,Apartment,"
  Private room
     · "
6477799,1bd apt in Lakeview 4th weekend!,33687204,https://www.airbnb.com/s/Chicago--IL?page=9,90,,Kate,Not Found,41.941967464138365,-87.63991545238248,No,Flexible,108,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,11:00 AM,1:00 PM,1,Apartment,"
  Entire home/apt
     · 1 review
"
6993104,The Green Room,36660782,https://www.airbnb.com/s/Chicago--IL?page=9,31,,Daniel(Away)/ Raul (Here),Not Found,41.852107482792185,-87.6733256965689,No,Moderate,117,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,10:00 AM,2:00 PM,1,Apartment,"
  Private room
     · "
5892394,Great room and cozy apartment!,19241871,https://www.airbnb.com/s/Chicago--IL?page=9,160,,Paulo,Not Found,41.87729376593325,-87.62888238299239,No,Strict,126,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$100,Not Found,Not Found,$800,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · 1 review
"
6323397,Views of lake in best location!,27848449,https://www.airbnb.com/s/Chicago--IL?page=9,75,,Murray & Meg,Not Found,41.926354635416814,-87.63975529515392,No,Flexible,135,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$500,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Pull-out Sofa,1,Not Found,Not Found,1,Apartment,"
  Shared room
     · "
760545, Spacious Downtown Room with a View,1348868,https://www.airbnb.com/s/Chicago--IL?page=9,133,,Sharon,Not Found,41.88550957070063,-87.6270850049846,No,Strict,144,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$791,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
3298786,Private ROOM-Avondale near blueline,14645112,https://www.airbnb.com/s/Chicago--IL?page=9,75,,Valerie,Not Found,41.936254336695555,-87.71245424194755,No,Flexible,153,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,$95,Not Found,Not Found,$450,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
  Private room
     · "
7242677,Beautiful Chicago Townhouse,37149786,https://www.airbnb.com/s/Chicago--IL?page=9,100,,Cristy,Not Found,41.93985978505341,-87.71430886416157,No,Moderate,162,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$20 / night after 2 guests,Not Found,$500,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,2,Not Found,2,Not Found,Not Found,2,Townhouse,"
  Entire home/apt
"
7369042,MODERN SUNNY 2 BEDROOM IN UPTOWN,18774182,https://www.airbnb.com/s/Chicago--IL?page=10,250,,Jesus,Not Found,41.97350790231268,-87.65853530166098,No,Flexible,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,$20 / night after 4 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,2,Not Found,Not Found,2,Apartment,"
  Entire home/apt
"
2093894,Perfect Location+View- Lincoln Park,8549643,https://www.airbnb.com/s/Chicago--IL?page=10,75,,George,Not Found,41.915294359070536,-87.65614865290016,No,Moderate,20,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$500,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,1:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
507517,Private Lincoln Square Garden Apt,2501182,https://www.airbnb.com/s/Chicago--IL?page=10,95,,Nate,Not Found,41.967136853835534,-87.69610721690674,No,Moderate,30,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,$10 / night after 2 guests,Not Found,$600,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Real Bed,1,Not Found,11:00 AM,1,Apartment,"
  Entire home/apt
     · "
7031064,Lakeview Studio close to everything,36860335,https://www.airbnb.com/s/Chicago--IL?page=10,65,,Nofar,Not Found,41.94054570589903,-87.64759812994397,No,Flexible,40,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$400,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Real Bed,0,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
7452287,Wicker Park Timber Loft,29477707,https://www.airbnb.com/s/Chicago--IL?page=10,225,,Lindsay,Not Found,41.91336519475662,-87.68564492419428,No,Flexible,50,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$250,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
39742,Central guestroom! Walk everywhere!,170758,https://www.airbnb.com/s/Chicago--IL?page=10,90,,Eric,Not Found,41.89377490037404,-87.63465211289514,No,Strict,60,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$600,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,Not Found,Real Bed,1,7:00 AM,Not Found,1,Apartment,"
  Private room
     · "
587737,Lincoln Park - Historic North Pond!,2899484,https://www.airbnb.com/s/Chicago--IL?page=10,140,,Jason,Not Found,41.929040512885045,-87.6415879521223,No,Moderate,70,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$30 / night after 2 guests,Not Found,$840,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,1,3:00 PM,10:00 AM,2,Apartment,"
  Entire home/apt
     · "
7289298,2bd Townhome With Amazing Roof Deck,17223295,https://www.airbnb.com/s/Chicago--IL?page=10,150,,Jennifer,Not Found,41.86957582823777,-87.66291417097342,No,Flexible,80,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$100,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,2,Not Found,2,Not Found,Not Found,2,Apartment,"
  Entire home/apt
"
2011301,Bucktown - Great Northside Location,5166793,https://www.airbnb.com/s/Chicago--IL?page=10,65,,Carrie & Brad,Not Found,41.920553179588424,-87.68743499097154,No,Strict,90,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,Not Found,No Charge,Not Found,$350,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Futon,1,3:00 PM,12:00 PM (noon),1,House,"
  Private room
     · "
7197783,Private RM & BR in UPTOWN Chicago,37691066,https://www.airbnb.com/s/Chicago--IL?page=10,75,,Lucas,Not Found,41.973742296768044,-87.6591340399012,No,Strict,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,Not Found,Not Found,Not Found,$475,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
"
7134408,Lovely Large 1BR by Lake & Campus,34473992,https://www.airbnb.com/s/Chicago--IL?page=10,122,,Emma,Not Found,41.7947123654452,-87.58956425500554,No,Strict,110,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$35,$590,Not Found,Not Found,$550,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,12:00 PM (noon),3:00 PM,1,Apartment,"
  Entire home/apt
"
7419241,Prime Old Town Location,38864589,https://www.airbnb.com/s/Chicago--IL?page=10,125,,Courtney,Not Found,41.911553482546346,-87.63497864570867,No,Flexible,120,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
7358699,Roomy 1 BD w/ beautiful city view,37364482,https://www.airbnb.com/s/Chicago--IL?page=10,215,,Geno,Not Found,41.88153658714074,-87.64068533412622,No,Flexible,130,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
"
6901851,Gorgeous Logan Square Vintage Apt,2766685,https://www.airbnb.com/s/Chicago--IL?page=10,70,,Christine,Not Found,41.925811735638845,-87.70964878250723,No,Flexible,140,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,Not Found,No Charge,Not Found,$525,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Entire home/apt
     · 2 reviews
"
1294927,Lincoln Park-Private King Bed/Bath,7025908,https://www.airbnb.com/s/Chicago--IL?page=10,120,,Roberto,Not Found,41.919259533340295,-87.64081707671872,No,Moderate,150,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,Not Found,No Charge,Not Found,$750,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
189821,Private Apartment Hip Logan Square ,899757,https://www.airbnb.com/s/Chicago--IL?page=10,150,,Meighan,Not Found,41.929729293722936,-87.7011135405122,No,Moderate,160,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$35,Not Found,$25 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,5,1,Not Found,2,2:00 PM,11:00 AM,3,Apartment,"
  Entire home/apt
     · "
2540635,"Gr8 location, comfort n convenience",13010561,https://www.airbnb.com/s/Chicago--IL?page=10,85,,Chandu Rao,Not Found,41.875784433523165,-87.63944610707874,No,Strict,170,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$18,$390,Not Found,Not Found,$589,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,4:00 PM,12:00 PM (noon),1,Apartment,"
  Private room
     · "
456342,Vintage and Cozy in E Humboldt Park,1909991,https://www.airbnb.com/s/Chicago--IL?page=10,80,,Anna,Not Found,41.90206955796852,-87.69331313986467,No,Flexible,180,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$10 / night after 2 guests,Not Found,$470,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,5,1,Not Found,1,2:00 PM,12:00 PM (noon),3,Apartment,"
  Private room
     · "
4366426,The New Humboldt Park,6263183,https://www.airbnb.com/s/Chicago--IL?page=11,70,,Marcello,Not Found,41.909374704084215,-87.69248603119205,No,Moderate,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$100,No Charge,Not Found,$420,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
  Private room
     · "
4349817,Private Room in the Heart of Pilsen,21060473,https://www.airbnb.com/s/Chicago--IL?page=11,130,,Karina,Not Found,41.85483089398731,-87.65942613896473,No,Flexible,22,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,Airbed,1,Not Found,Not Found,1,House,"
  Private room
"
1471653,"Parkside,bus,train, easy2 downtown",3836635,https://www.airbnb.com/s/Chicago--IL?page=11,55,,Caitlin,Not Found,41.91139064823591,-87.70363207192938,No,Flexible,33,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$15 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Not Found,1,Not Found,Not Found,2,Apartment,"
  Private room
     · "
